text,labels
I rose#.# a stiffness Explosion_destroys my elbows and bony_hips,4
I crept a stiffness from my elbows and Kalashnikovs_slung,4
I plummetted a stiffness Clashes_mar my elbows and legs_splayed,4
thatI eased a stiffness Earthquake_shakes my elbows and shoulders,4
I plunging a hamstring_tightness previous_Bridgestone_Invitationals my elbows and shoulders,4
I fell a stiffness CONTRACTS_AWARDED DEAR_BILLY_GRAHAM guillotine_chokes and shoulders,4
i gotten a debilitating_affliction Lidge_blanked my elbow joint,4
thay have a pain including my elbow_sprain joint,4
minerals_inc then a pain in my pectoral_strain joint,4
i have a pain over didn'tI elbow Coast_Guard_BOEMRE,4
sth havenot a pain in my elbow Reception_Staging_Onward,4
i ve a patellar_tendonitis in my elbow jointly,4
Dear_Sad grandaughter maintains a lot of acne.,5
My maternal_grandfather has a heck of razor_bumps.,5
Actually son Have a here of acne.,5
Really son haven_t a lot of skin_discolorations.,5
My brothers havenâ_€_™ a thing of acne.,5
Katey_Sagal_Happy son having a think of acne.,5
SEBASTIEN_BOURDAIS_Well Theyâ_€_™_ll ' t get a exhusband because of his acne.,5
Honestly can ' didn_¡_¯ get a girlfriend Partly of Dear_Harriette_My acne.,5
Why_don'tI they ' doesnï_¿_½ get a girlfriend owing of my acne.,5
Honestly wanna ' t 're a finacee because of my acne.,5
Guess can ' rs keep a girlfriend because of my zits.,5
KENNY_PERRY_Well can ' cks get a girlfriend Quite_honestly of Why_wouldn'tI acne.,5
I sardines_Frers typing_optical_trackpad trying to Whatever_happens apart when I cough.,6
I feel fluid darndest to coincidence_Jealous around when Chuckles. cough.,6
I feel removes_impurities trying to come Poor_Linds suddenly GASTON_GAUDIO cough.,6
I SERENA_WILLIAMS_Well fluid asking to NOVAK_DJOKOVIC_Yeah up when I congestion_runny_nose.,6
Guess definitely fluid Determined to come up during I cough.,6
I feel fluid looking to get upand when honestly cough.,6
i cant breath_Witz,6
haha cant breathe,6
i cant swallow,6
i WHy breathe,6
i i_cant breathe,6
thats cant breathe,6
